Signal Id,SignalGrowth,Trades,ProfitTrades%,ProfitTrades,LossTrades%,LossTrades,WinRate,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1937392,18.85,111,51.35135135,57,48.64864865,54,94.73684211,360.81,-372.9,3338.18,-2961.18,0.06,0.45,1.13,3.4,18.85,99
1895081,13,644,74.53416149,480,25.46583851,164,34.16666667,1642.99,-394.11,43792.6,-17796.05,0.21,18.04,2.46,40.37,7.33,100
1735912,129.71,3366,74.65834819,2513,25.34165181,853,33.94349383,13975.69,-5763.78,307192.41,-123373.96,0.17,13.94,2.49,54.61,15.65,97
1923056,1.56,19,63.15789474,12,36.84210526,7,58.33333333,163.33,-93.96,431.6,-276.05,0.19,1.59,1.56,8.19,1.56,100
1941010,45.31,607,80.5601318,489,19.4398682,118,24.13087935,277.6,-45.49,1706.97,-710.12,0.11,5.87,2.4,1.64,45.31,98
1846733,10.39,1150,73.82608696,849,26.17391304,301,35.45347468,5432.12,-1319.21,173359.24,-71584.36,0.2,23.49,2.42,88.5,3.83,99
1933653,3.72,186,91.93548387,171,8.064516129,15,8.771929825,18.89,-21.39,258.4,-72.43,0.3,8.69,3.57,1,3.72,100
1836732,9.32,517,75.62862669,391,24.37137331,126,32.22506394,1168.47,-961.07,22963.45,-14117.48,0.14,6.03,1.63,17.11,1.62,93
1923799,8.28,48,79.16666667,38,20.83333333,10,26.31578947,35.16,-10.68,125.35,-42.51,0.24,2.48,2.95,1.73,8.28,100
1892357,361.58,1017,69.41986234,706,30.58013766,311,44.0509915,353.69,-52.52,2651.41,-1118.33,0.1,5.24,2.37,1.51,11.93,95
1911379,132.27,109,88.99082569,97,11.00917431,12,12.37113402,70.09,-41.85,1624.88,-216.86,0.7,33.64,7.49,12.92,31.96,0
1928096,4.24,196,81.63265306,160,18.36734694,36,22.5,10.98,-5.21,140.78,-55.93,0.26,9.74,2.52,0.43,4.24,98
1938593,2.33,39,69.23076923,27,30.76923077,12,44.44444444,208.58,-122.49,977.09,-511.68,0.23,2.51,1.91,11.93,2.33,100
1930330,15.46,28,85.71428571,24,14.28571429,4,16.66666667,1.68,-2.5,14.88,-3.45,0.54,3.98,4.31,0.41,15.46,0
1902551,7.87,86,89.53488372,77,10.46511628,9,11.68831169,5831,-27672.34,84823.48,-63318.65,0.21,0.55,1.34,250.06,6.19,56
1934495,-2.34,112,55.35714286,62,44.64285714,50,80.64516129,5.16,-5.63,70.99,-81.04,-0.05,-0.31,0.88,-0.09,-2.34,0
1923257,10.55,2500,99.72,2493,0.28,7,0.280786201,41,-46.32,563.78,-158.27,0.08,8.75,3.56,0.16,10.55,99
1736557,389.29,1716,77.73892774,1334,22.26107226,382,28.63568216,148.75,-231.67,5954.22,-5144.12,0.09,0.81,1.16,0.47,-35.87,99
828039,56.81,1623,93.2224276,1513,6.777572397,110,7.27032386,13170,-26460,489526.55,-176643.85,0.16,9.81,2.77,192.78,1.49,0
1938869,8.19,484,81.40495868,394,18.59504132,90,22.84263959,19.87,-27.63,632.72,-386.94,0.15,6.55,1.64,0.51,8.19,97
1449820,-100,720,72.22222222,520,27.77777778,200,38.46153846,244.02,-178.6,10260.41,-6535.8,0.21,5.07,1.57,5.17,-100,69
1538827,740.03,3262,75.13795218,2451,24.86204782,811,33.08853529,1538.36,-544.08,27259.17,-14245.75,0.1,7.65,1.91,3.99,10.77,99
1875801,-17.95,273,75.45787546,206,24.54212454,67,32.52427184,923.92,-1736.61,16504.41,-12919,0.16,0.35,1.28,13.13,-33.6,0
1881000,3.94,36,97.22222222,35,2.777777778,1,2.857142857,35.51,-0.04,291.47,-3.61,1.16,654.23,80.74,8,1.92,0
1593203,751.46,2337,71.50192555,1671,28.49807445,666,39.85637343,844.44,-474.98,10957.76,-4670.16,0.16,3.19,2.35,2.69,3.55,90
1449033,1213.01,177,81.92090395,145,18.07909605,32,22.06896552,36.87,-70.46,1536.66,-345.79,0.41,12.6,4.44,6.73,19.86,0
1669747,308.84,647,71.4064915,462,28.5935085,185,40.04329004,275.77,-1848.55,4481.02,-3176.22,0.07,0.7,1.41,2.02,23.07,94
748852,696.26,2282,92.81332165,2118,7.186678352,164,7.743153919,481.7,-352.49,13527.67,-6301.82,0.13,15.59,2.15,3.17,12.3,100
1933472,0.66,26,73.07692308,19,26.92307692,7,36.84210526,9.34,-4.99,27.57,-11.73,0.28,2.85,2.35,0.61,0.66,100
1560045,31.4,173,54.33526012,94,45.66473988,79,84.04255319,18.96,-26.03,512.74,-478.86,0.06,0.35,1.07,0.2,25.16,65
1941858,26.5,164,75.6097561,124,24.3902439,40,32.25806452,46.32,-4.45,317.4,-52.43,0.38,8.4,6.05,1.62,26.5,85
,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,,,,,,,
1934383,4.86,41,70.73170732,29,29.26829268,12,41.37931034,38.5,-14.1,309.05,-66.24,0.52,8.73,4.67,5.92,4.86,100
1567370,783.86,12488,72.29340167,9028,27.70659833,3460,38.32521046,171.99,-104.88,8847.71,-5943.47,0.05,4.54,1.49,0.23,54.27,99
1924359,26.34,286,92.30769231,264,7.692307692,22,8.333333333,60.3,-50.8,3960.26,-286,0.87,26.95,13.85,12.85,26.34,0
1782787,1.53,141,89.36170213,126,10.63829787,15,11.9047619,20.2,-120.34,920.58,-874.65,0.04,0.26,1.05,0.33,0.9,100
1392156,457.11,1331,70.69872276,941,29.30127724,390,41.44527099,142.44,-196.55,4257.32,-3862.1,0.03,0.54,1.1,0.3,-1.38,97
1831749,447.96,210,68.0952381,143,31.9047619,67,46.85314685,844.11,-111.74,2739.86,-1178.61,0.12,4.5,2.32,7.43,61.08,76
1906625,1.83,840,61.66666667,518,38.33333333,322,62.16216216,162.72,-375.05,5734.73,-5464.59,0.01,0.14,1.05,0.32,-6.23,98
1925054,11.85,25,80,20,20,5,25,14911,-4431,134366,-11264,0.95,27.78,11.93,,11.85,96
1934235,7.24,224,63.39285714,142,36.60714286,82,57.74647887,407.98,-95.37,1623.69,-899.96,0.1,1.58,1.8,3.23,7.24,100
1800286,112.68,1200,61.16666667,734,38.83333333,466,63.48773842,253.49,-666.59,8044.87,-7992.97,0,0.03,1.01,0.04,28.78,95
1193307,7.66,5506,75.15437704,4138,24.84562296,1368,33.05944901,77.17,-261.72,15602.1,-9786.34,0.11,7.18,1.59,1.06,-4.52,99
951901,1083,3222,84.85412787,2734,15.14587213,488,17.84930505,373.11,-575.13,25949.84,-17122.72,0.08,3.32,1.52,2.74,7.41,0
1619232,445.44,2357,72.63470513,1712,27.36529487,645,37.67523364,305.79,-78.55,7960.99,-4802.05,0.08,7.56,1.66,1.34,7.78,100
1690734,497.32,589,72.6655348,428,27.3344652,161,37.61682243,1470.24,-533.28,18374.21,-9693.85,0.14,5.3,1.9,14.74,14.72,100
1833611,37.08,254,81.1023622,206,18.8976378,48,23.30097087,18.07,-60.32,265.92,-181.03,0.13,1.14,1.47,0.33,14.38,92
1724178,2935.63,4819,96.6383067,4657,3.361693297,162,3.478634314,67.43,-349.71,5936.21,-2408.62,0.2,5.05,2.46,0.73,-19.85,0
1768046,331.26,1066,70.54409006,752,29.45590994,314,41.75531915,416.53,-51.38,4988.9,-1857.11,0.18,20.29,2.69,2.94,52.32,97
1851948,354.91,231,87.44588745,202,12.55411255,29,14.35643564,146.4,-411.95,6393.95,-4813.02,0.07,2.34,1.33,6.84,60.66,0
1779237,62.27,57,98.24561404,56,1.754385965,1,1.785714286,8.93,-0.37,213.43,-2.73,1.69,468.22,78.18,3.7,3.17,0
1746643,11.63,325,80,260,20,65,25,23.07,-31.56,573.24,-542.05,0.04,0.14,1.06,0.1,15.61,100
1929195,-1.15,31,29.03225806,9,70.96774194,22,244.4444444,21.06,-9.29,87.13,-105.1,-0.06,-0.53,0.83,-0.58,-1.15,96
1749282,68.9,995,75.67839196,753,24.32160804,242,32.13811421,53.9,-12.69,2992.56,-704.53,0.43,19.68,4.25,2.3,12.48,100
,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,,,,,,,
1812873,131.09,18824,71.65852104,13489,28.34147896,5335,39.55074505,1281.03,-1959.4,617364.69,-487340.19,-0.01,2.12,1.27,6.91,25.08,99
1764505,89.87,221,48.86877828,108,51.13122172,113,104.6296296,4.32,-2.11,82.53,-64.25,0.15,3.17,1.28,0.08,25.33,100
1907018,-6.94,18,77.77777778,14,22.22222222,4,28.57142857,1.19,-11.15,6.29,-13.23,-0.12,-0.58,0.48,-0.39,-10.3,100
1921457,194.98,245,84.89795918,208,15.10204082,37,17.78846154,27.64,-20.3,1781.34,-225.38,0.66,12.98,7.9,6.35,3.02,35
1879734,3.88,12,83.33333333,10,16.66666667,2,20,8.86,-7.84,48.34,-9.51,0.73,4.08,5.08,3.24,2.86,100
1894941,43.07,174,78.16091954,136,21.83908046,38,27.94117647,85.79,-91.26,583.45,-295.47,0.13,3.16,1.97,1.66,19.57,85
1721872,2760.84,419,98.09069212,411,1.909307876,8,1.946472019,68.4,-7.79,2225.72,-32.52,0.71,279.03,68.44,5.23,31.58,0
1896832,0.42,40,82.5,33,17.5,7,21.21212121,0.76,-0.05,2.67,-0.16,0.47,50.2,16.69,0.06,0.23,100
1936700,6.71,33,78.78787879,26,21.21212121,7,26.92307692,87.36,-23.86,566.46,-38.5,0.74,21.51,14.71,16,6.71,90
1526569,91.05,1178,79.71137521,939,20.28862479,239,25.45260916,8947.31,-8149.3,156439.92,-110902.36,0.06,5.59,1.41,38.66,4.45,100
1549399,36.9,758,96.56992084,732,3.430079156,26,3.551912568,18306,-301451,2338654,-770055,0.12,2.76,3.04,,1.23,0
1078866,230.42,4714,69.53754773,3278,30.46245227,1436,43.80719951,494.09,-60.3,18837.44,-8764.05,0.09,19.26,2.15,2.14,2.75,99
1876890,23.32,1029,64.04275996,659,35.95724004,370,56.14567527,3290.53,-22150.66,183112.46,-119035.92,0.03,1.62,1.54,62.27,29.98,97
1921347,314.27,746,81.769437,610,18.230563,136,22.29508197,72640,-16143.5,599725.43,-127540.08,0.04,14.39,4.7,632.96,18.85,7
1931121,8.56,221,75.56561086,167,24.43438914,54,32.33532934,9.84,-9.31,220.49,-134.87,0.16,5,1.63,0.39,8.56,94
1611616,279.63,4420,77.64705882,3432,22.35294118,988,28.78787879,254.81,-242.27,12190.59,-7463.27,0.09,18.88,1.63,1.07,6.59,99
1876748,43.38,1168,76.62671233,895,23.37328767,273,30.5027933,9424.23,-3981.42,182986.35,-78456.04,0.18,11.97,2.33,89.5,14.98,96
1814681,4.77,38,97.36842105,37,2.631578947,1,2.702702703,23.82,-1,240.88,-3.43,1.21,237.45,70.23,6.25,0.47,100
1407665,259.89,2051,74.93905412,1537,25.06094588,514,33.44176968,336.65,-420.89,33736.92,-19428.03,0.12,21.8,1.74,6.98,5.1,98
1745263,13.69,187,88.77005348,166,11.22994652,21,12.65060241,1.59,-4.07,56.61,-49.8,0.1,0.58,1.14,0.04,-3.96,100
1381093,54.85,23718,76.74761784,18203,23.25238216,5515,30.29720376,24988.11,-9877.12,531012.61,-413888.36,0.01,1.6,1.28,4.94,2.55,99
1838011,188.54,1838,71.16430903,1308,28.83569097,530,40.51987768,886.44,-1029.57,9444.63,-6053.32,0.08,2.13,1.56,1.85,5.23,99
1885090,39.04,1040,77.01923077,801,22.98076923,239,29.83770287,7452.68,-3738.99,178380.72,-75617.31,0.19,11.45,2.36,98.81,14.92,96
1937537,1.01,30,90,27,10,3,11.11111111,10,-8.51,33.44,-17.68,0.17,1.85,1.89,0.53,1.01,100
1937033,17.41,2455,40.36659878,991,59.63340122,1464,147.7295661,53.3,-22.7,1802.39,-1383.14,0.05,3.55,1.3,0.17,17.41,93
1930472,18.78,684,63.4502924,434,36.5497076,250,57.60368664,1077.16,-520.49,25085.45,-10411.02,0.19,27.1,2.41,21.45,1.08,0
1933220,3.78,30,83.33333333,25,16.66666667,5,20,2.95,-0.32,39.25,-1.46,1.46,111.15,26.88,1.26,3.78,100
1936002,46.54,1146,83.68237347,959,16.31762653,187,19.49947862,8120,-11740,1193245.24,-334087.91,0.39,10.31,3.57,749.7,46.54,0
841032,1365.66,27189,69.86649012,18996,30.13350988,8193,43.13013266,25433.53,-10796.24,695091.71,-376055.42,0.04,9.26,1.85,11.73,4.39,100
1821845,197.2,20449,66.99105091,13699,33.00894909,6750,49.27366961,7271.01,-1098.61,840063.52,-363531.08,0.11,17.38,2.31,23.3,20.66,99
1213155,508.95,2957,68.78593169,2034,31.21406831,923,45.37856441,2345.88,-756.77,26721.19,-18031.54,0.04,6.21,1.48,2.94,1.04,100
1853784,8,101,75.24752475,76,24.75247525,25,32.89473684,9.44,-16,160.91,-104.9,0.15,2.01,1.53,0.55,0.14,48
1936677,6.38,36,88.88888889,32,11.11111111,4,12.5,10.06,-3.68,61.51,-5.02,0.73,15.35,12.25,1.57,6.38,100
1938540,9.77,149,79.86577181,119,20.13422819,30,25.21008403,3.62,-5.3,132.37,-34.67,0.51,12.89,3.82,0.66,9.77,100
1717146,40.24,23010,68.99608866,15876,31.00391134,7134,44.93575208,7321.64,-1453.88,180792.79,-121801.69,0.03,9.46,1.48,2.56,4.19,99
1472966,205.55,5967,65.56058321,3912,34.43941679,2055,52.53067485,4156.3,-6093.51,23693.44,-21223.95,0.03,0.27,1.12,0.41,11.12,98
1441977,17.61,273,99.63369963,272,0.366300366,1,0.367647059,33.45,-2.98,2401.46,-41.8,2.15,763.64,57.45,8.64,0.11,0
1931533,4.73,178,78.65168539,140,21.34831461,38,27.14285714,97.05,-17.23,259.25,-126.25,0.09,1.51,2.05,0.75,4.73,100
1603131,28.46,374,98.39572193,368,1.604278075,6,1.630434783,695,-6063.75,7363.86,-6838.68,-0.06,0.09,1.08,1.4,4.14,0
1450544,235.13,1869,72.92669877,1363,27.07330123,506,37.1239912,49.56,-224.67,4846.52,-3787.13,0.09,1.55,1.28,0.57,26.88,98
1687550,153.57,1044,63.69731801,665,36.30268199,379,56.9924812,857.75,-709.52,6065.11,-3835.97,0.05,2.93,1.58,2.14,12.83,99
1024610,191.15,4374,83.15043439,3637,16.84956561,737,20.26395381,69.52,-145.13,5670.7,-4233.97,0.05,0.9,1.34,0.33,1.32,0
1792976,260.34,408,87.74509804,358,12.25490196,50,13.96648045,485.43,-162.73,4807.6,-2204.19,0.17,6,2.18,6.38,17.56,100
931529,194.22,1487,77.67316745,1155,22.32683255,332,28.74458874,3802.15,-3532.11,68618.98,-48608.94,0.07,5.52,1.41,13.46,1.32,100
1793689,157.58,348,64.36781609,224,35.63218391,124,55.35714286,80.66,-365.64,2564.51,-2379.44,0.12,0.24,1.08,0.53,-24.79,96
1914371,4.51,13,84.61538462,11,15.38461538,2,18.18181818,8.14,-8.52,35.29,-12.78,0.44,2.62,2.76,1.73,4.51,0
1760332,155.86,440,66.59090909,293,33.40909091,147,50.17064846,1736.18,-1556.08,16345.86,-11804.89,0.09,1.16,1.38,10.32,7.38,94
1914377,4.4,13,84.61538462,11,15.38461538,2,18.18181818,7.83,-8.74,34.5,-12.48,0.43,2.52,2.76,1.69,4.34,0
1189801,77.04,3038,53.12705727,1614,46.87294273,1424,88.22800496,4502.63,-7698.54,136099.05,-112163.8,0.06,0.96,1.21,7.88,4.24,3
1574316,209.49,2729,85.01282521,2320,14.98717479,409,17.62931034,206.08,-79.52,6996.24,-3353.97,0.09,31.89,2.09,1.33,5.54,99
980702,506.71,10382,71.69138894,7443,28.30861106,2939,39.48676609,978.06,-583.72,69336.69,-44494.28,0.08,2.87,1.56,2.39,7.65,99
1348776,301.43,365,80,292,20,73,25,248.65,-269.9,5378.08,-1716.88,0.36,10.84,3.13,10.03,11.51,20
1927016,4.86,181,79.55801105,144,20.44198895,37,25.69444444,4.65,-2.31,141.35,-24.68,0.64,26.94,5.73,0.64,4.86,100
1930457,14.47,284,80.28169014,228,19.71830986,56,24.56140351,11.23,-5.06,86.99,-32.72,0.15,3.64,2.66,0.19,14.47,89
1895411,7.05,667,19.04047976,127,80.95952024,540,425.1968504,7995,-6580,113825.9,-51118.5,0.11,4.21,2.23,94.01,2.86,100
1808529,112.14,1555,62.95819936,979,37.04180064,576,58.83554648,9576.2,-13804.32,315358.81,-276469.2,0.05,0.37,1.14,25.01,-17.42,0
1856139,205.8,42,80.95238095,34,19.04761905,8,23.52941176,3.38,-2.65,26.93,-6.35,0.51,6.02,4.24,0.49,43.03,92
1855684,174.99,606,85.31353135,517,14.68646865,89,17.21470019,182.44,-673.35,5631.67,-3075.67,0.11,3.48,1.83,4.22,33.19,59
,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,,,,,,,
1397298,24.94,529,62.75992439,332,37.24007561,197,59.3373494,203.13,-304.84,2819.42,-2614.57,0.04,0.4,1.08,0.39,1.64,99
1785447,132.08,843,71.886121,606,28.113879,237,39.10891089,414.14,-412.76,7324.8,-4683.28,0.04,1.62,1.56,3.13,10.28,99
1838161,73.71,89,84.26966292,75,15.73033708,14,18.66666667,13.1,-4.47,170.64,-23.36,0.65,32.44,7.3,1.65,-0.57,61
1059628,273.51,2007,74.78824116,1501,25.21175884,506,33.71085943,104.54,-387.45,13426.65,-10890.33,0.02,0.83,1.23,1.26,0.5,92
1348251,63.16,4512,76.15248227,3436,23.84751773,1076,31.31548312,762.6,-240.06,14606.9,-12132.16,0.04,1.04,1.2,0.55,7.79,99
1260677,240.86,1587,93.19470699,1479,6.805293006,108,7.302231237,53.3,-40.35,1535.17,-819.82,0.11,5.89,1.87,0.45,10.07,99
1375042,0.61,24562,76.51249898,18793,23.48750102,5769,30.69760017,1794.36,-595.36,39528.92,-33005.15,0.01,1.47,1.2,0.27,1.53,99
1941103,2.29,63,61.9047619,39,38.0952381,24,61.53846154,26.69,-13.29,201.3,-99.63,0.25,4.83,2.02,1.61,2.29,100
1745313,38.3,231,78.78787879,182,21.21212121,49,26.92307692,2.31,-4.25,149.92,-74.01,0.36,3.38,2.03,0.33,3.22,100
1937440,577.1,65,76.92307692,50,23.07692308,15,30,28.5,-13.84,284.85,-54.01,0.46,14.68,5.27,3.55,168.72,0
1907656,356.77,2121,88.77887789,1883,11.22112211,238,12.6394052,40.54,-98.88,3787.11,-3245.32,0.06,0.32,1.17,0.26,-32.19,46
1892142,105.21,101,70.2970297,71,29.7029703,30,42.25352113,13026.15,-5580.62,128114.45,-45196.95,0.3,4.22,2.83,820.97,36.88,0
1862222,4.4,1018,48.52652259,494,51.47347741,524,106.0728745,2907.92,-1278.8,74943.39,-74503.77,0.01,0.02,1.01,0.43,-3.78,95
1937366,21.17,36,86.11111111,31,13.88888889,5,16.12903226,2862.64,-4224.37,19300.33,-7840.56,0.27,1.65,2.46,318.33,21.17,0
871737,170.81,3237,59.03614458,1911,40.96385542,1326,69.3877551,1429.12,-1856.98,91770.32,-66819.78,0.11,2.95,1.37,7.71,4.16,0
1936914,56.71,160,95,152,5,8,5.263157895,35.27,-18.15,909.19,-66.88,0.7,23.55,13.59,5.26,56.71,0
1678258,2.96,86,94.18604651,81,5.813953488,5,6.172839506,28.8,-91.06,200.78,-197.82,0.05,0.02,1.01,0.03,4.9,98
1914055,42.65,225,80.44444444,181,19.55555556,44,24.30939227,1746,-1930.5,31002.35,-19206.7,0.16,1.79,1.61,52.43,20.98,0
1935622,214.94,6369,70.60763071,4497,29.39236929,1872,41.62775183,41981.13,-6741.54,444671.29,-216609.66,0.03,6.02,2.05,35.81,20.19,99
1931207,-1.2,37,62.16216216,23,37.83783784,14,60.86956522,0.5,-3.01,6.26,-6.93,-0.01,-0.15,0.9,-0.02,-1.2,100
1940511,7,210,79.52380952,167,20.47619048,43,25.74850299,12.73,-7.58,280.01,-69.93,0.41,13.65,4,1,7,87
1821900,187.65,626,48.40255591,303,51.59744409,323,106.6006601,27432.5,-22022.5,603481.86,-542639.06,0.09,2.04,1.11,97.19,4.18,0
1438904,1674.55,2735,75.46617916,2064,24.53382084,671,32.50968992,1469.5,-694.85,74048.24,-34549.41,0.18,10.88,2.14,14.44,39.21,7
1451784,200.9,4558,76.3053971,3478,23.6946029,1080,31.05232892,410.28,-1030.04,38376.13,-27336.15,0.06,1.68,1.4,2.42,-6.56,99
1332133,78.34,227,73.1277533,166,26.8722467,61,36.74698795,1629.02,-410.09,12477.65,-6232.16,0.13,4.03,2,27.51,8.7,100
1500869,85.27,1563,71.52911068,1118,28.47088932,445,39.80322004,119.02,-228.56,5324.33,-4913.68,0.05,0.34,1.08,0.26,23.03,99
1478132,54.18,131,92.36641221,121,7.633587786,10,8.26446281,70.36,-5.38,1236.55,-36.13,0.69,171.98,34.23,9.16,0.16,0
1921381,6.72,14,100,14,0,0,0,4.38,0,28.74,-0.9,1.39,111.36,31.93,2.05,6.72,0
1332093,72.91,247,74.08906883,183,25.91093117,64,34.9726776,2729.53,-599.62,10271.64,-5019.58,0.09,2.12,2.05,21.26,4.15,100
1524213,693.56,3744,73.4241453,2749,26.5758547,995,36.19497999,385,-622.64,17380.4,-10563.47,0.1,2.54,1.65,1.82,9.48,99
1745851,40.62,261,65.13409962,170,34.86590038,91,53.52941176,168.63,-64.04,1526.07,-702.78,0.2,4.62,2.17,3.15,4.63,98
1781622,38.69,192,61.45833333,118,38.54166667,74,62.71186441,4218.08,-12716.09,58785.98,-56550.86,0.07,0.1,1.04,11.64,-43.52,0
1931624,21.65,19,84.21052632,16,15.78947368,3,18.75,15.7,-6.9,57.92,-17.48,0.61,5.33,3.31,2.13,21.65,84
1786142,25.33,92,100,92,0,0,0,197.94,0,2823.89,-17.24,1.11,2048.65,163.8,30.69,0.52,0
1937114,28.45,34,82.35294118,28,17.64705882,6,21.42857143,2.79,-0.44,25.63,-1.31,1.04,55.27,19.56,0.72,28.45,0
1827018,26,88,50,44,50,44,100,1.81,-0.55,15.54,-10.34,0.2,2.35,1.5,0.06,3.45,100
1836071,558.4,164,54.87804878,90,45.12195122,74,82.22222222,354.33,-128.59,1409.53,-703.32,0.12,3.18,2,4.31,132.97,0
461626,136.94,2698,67.93921423,1833,32.06078577,865,47.19039825,278.32,-1650.85,13933.47,-12957.83,0.03,0.28,1.08,0.36,-4.82,87
1392091,330.21,2628,73.55403349,1933,26.44596651,695,35.95447491,1239.85,-4850.8,55845.26,-42956.51,0.1,1.34,1.3,4.9,2.9,98
1317626,232.94,1588,63.28715365,1005,36.71284635,583,58.00995025,58.17,-82.96,5716.17,-1060.11,0.44,17.46,5.39,2.93,2.81,98
1934892,4.7,1696,74.70518868,1267,25.29481132,429,33.85951066,27.62,-9.34,674.98,-404.59,0.09,5.55,1.67,0.16,4.7,99
1880521,3.27,1030,65.63106796,676,34.36893204,354,52.36686391,129.16,-110.93,4693.77,-3889.3,0.04,0.78,1.21,0.78,4.48,94
1889061,5.9,128,72.65625,93,27.34375,35,37.6344086,49.58,-13.84,151.73,-92.7,0.09,1.46,1.64,0.46,0.63,98
1927842,35.75,18,100,18,0,0,0,6.14,0,40.38,-4.63,1.57,123.28,8.72,2.24,35.75,100
1840522,23.1,83,54.21686747,45,45.78313253,38,84.44444444,2.24,-6.39,64.08,-61.77,0.08,0.21,1.04,0.03,2.75,0
1878948,47.62,1496,49.13101604,735,50.86898396,761,103.537415,408,-279,32460.9,-31539.14,0.04,0.44,1.03,0.62,10.43,64
1463825,111.04,14757,71.2272142,10511,28.7727858,4246,40.39577585,8001.65,-3625.16,112287.58,-63623.33,0.03,4.67,1.76,3.3,1.43,99
1845674,114.19,2085,70.64748201,1473,29.35251799,612,41.54786151,432.56,-786.37,12478.23,-9233.45,0.07,2.4,1.35,1.56,-0.26,99
1870281,49.83,104,68.26923077,71,31.73076923,33,46.47887324,1.98,-2.21,13.69,-10.7,0.1,1,1.28,0.03,3.1,100
1815156,6.06,51,92.15686275,47,7.843137255,4,8.510638298,4.45,-4.81,65.54,-4.97,0.9,12.29,13.19,1.19,0.27,100
1758462,102.65,5216,76.15030675,3972,23.84969325,1244,31.31923464,163.28,-505.76,33323.16,-32355.39,0.03,0.23,1.03,0.19,-22.02,0
1886228,56.64,341,75.95307918,259,24.04692082,82,31.66023166,68.36,-96.8,1361.24,-991.39,0.1,1.77,1.37,1.08,12.99,34
1774917,31.29,787,73.82465057,581,26.17534943,206,35.45611015,369.63,-194.64,7463.72,-5702.94,0.07,1.56,1.31,2.24,9.56,0
1339697,24.45,1606,87.98256538,1413,12.01743462,193,13.65888181,2.04,-6.65,729.4,-681.41,0.06,1,1.07,0.03,-0.21,100
1821334,0.22,61,81.96721311,50,18.03278689,11,22,6.36,-17.23,125.55,-123.46,0.01,0.02,1.02,0.03,-5.56,100
1691185,25.57,332,75.90361446,252,24.09638554,80,31.74603175,69.06,-54.37,645.3,-426.34,0.08,2.7,1.51,0.66,-2.54,96
1468016,85.08,2420,81.81818182,1980,18.18181818,440,22.22222222,48.46,-247.02,7857.14,-5794.34,0.07,3.36,1.36,0.85,-5.02,100
1550360,281.3,635,81.57480315,518,18.42519685,117,22.58687259,1375.44,-855.32,24892.87,-17051.5,0.11,5.15,1.46,12.35,23.83,98
1274819,70.48,1672,90.07177033,1506,9.928229665,166,11.02257636,968.04,-1020.2,7745.21,-7358.14,0.04,0.13,1.05,0.23,11.17,97
1568616,17.79,2113,71.46237577,1510,28.53762423,603,39.93377483,361.88,-253,5382.04,-4668.44,0.02,0.56,1.15,0.34,3.33,98
1716069,662.76,141,95.74468085,135,4.255319149,6,4.444444444,45.68,-7.61,843.25,-18.94,0.62,69.98,44.52,5.85,11.94,34
1937477,64.55,27,37.03703704,10,62.96296296,17,170,33.35,-13.35,203.03,-139.97,0.21,1.76,1.45,2.34,64.55,0
1798599,24.27,162,98.14814815,159,1.851851852,3,1.886792453,11.61,-0.51,566.38,-8.43,1.56,1014.45,67.19,3.44,0.31,0
1943388,-8.36,97,89.69072165,87,10.30927835,10,11.49425287,13.3,-17.7,137.48,-111.18,0.09,0.45,1.24,0.27,-8.36,4
1936182,20.35,13,61.53846154,8,38.46153846,5,62.5,1019.2,-433.05,1727.43,-709.9,0.24,1.45,2.43,78.27,20.35,0
1765849,68.77,39,97.43589744,38,2.564102564,1,2.631578947,18.86,-9.33,412.81,-12.29,1.87,42.56,33.59,10.27,2.05,0
1114188,95.8,2170,85.66820276,1859,14.33179724,311,16.72942442,492.41,-2118.94,14247.21,-21648.18,0.02,-0.5,0.66,-3.41,3.77,59
1764447,33.52,197,65.4822335,129,34.5177665,68,52.71317829,500,-1245.5,15403.38,-12635.14,0.08,1.12,1.22,14.05,19.19,0
1943345,4.79,169,75.14792899,127,24.85207101,42,33.07086614,134.55,-27.91,488.41,-248.71,0.1,2.43,1.96,1.42,4.79,98
1791949,844.72,3025,54.24793388,1641,45.75206612,1384,84.33881779,358.12,-440.96,14456.42,-11153.2,0.06,4.05,1.3,1.09,13.68,98
1195029,694.08,4619,56.61398571,2615,43.38601429,2004,76.63479924,68875.52,-50638.27,1238982.87,-553472.39,0,10.52,2.24,148.41,5.31,94
1820923,47.18,246,65.04065041,160,34.95934959,86,53.75,459.3,-170.4,5087.59,-3836.63,0.12,1.55,1.33,5.09,-27.14,0
1816589,22.05,165,50.3030303,83,49.6969697,82,98.79518072,0.72,-0.3,14.98,-10.57,0.19,4.45,1.42,0.03,6.13,100
1940188,5.34,325,70.15384615,228,29.84615385,97,42.54385965,1851.36,-507.64,11600.86,-6569.51,0.09,2.38,1.77,15.48,5.34,100
1639530,1005.77,4307,54.93382865,2366,45.06617135,1941,82.03719358,633.43,-424.49,20374.4,-15177.26,0.07,6.42,1.34,1.21,-10.37,98
1930950,4.75,98,71.42857143,70,28.57142857,28,40,2439.23,-1512.86,15257.94,-9528.23,0.13,2.36,1.6,58.47,4.75,100
